index,assignment_id,attribute,worker_id,n_clicks,n_seconds,last_modified
10383,2a6baf4b1a,media_vectorart,e933de91f1,43,96.892,2016-08-29T15:54:42+00:00
10384,c294c0c860,media_vectorart,7482533ce9,216,204.52,2016-08-29T15:54:42+00:00
10385,b0d79bc2b7,media_vectorart,5ee3223a57,144,603.253,2016-08-29T15:54:42+00:00
10386,019f3e793f,media_vectorart,5ee3223a57,159,320.215,2016-08-29T15:54:42+00:00
10387,0caecdb0b0,media_vectorart,a15f5b23f9,215,533.753,2016-08-29T15:54:42+00:00
10388,507186fa29,media_vectorart,6429ecafe8,219,428.305,2016-08-29T15:54:42+00:00
10389,2a62e82b00,media_vectorart,05766fd7a0,182,261.747,2016-08-29T15:54:42+00:00
10390,41ac1b6312,media_vectorart,7a2d272d29,159,155.121,2016-08-29T15:54:42+00:00
10391,1eb536b83b,media_vectorart,57fe98ac26,1,0.149,2016-08-29T15:54:43+00:00
10392,6f6e9ca9b9,media_vectorart,8bbaa43e86,1,0.145,2016-08-29T15:54:43+00:00
10393,31517b910c,media_vectorart,e25802a34f,226,195.79,2016-08-29T15:54:43+00:00
10394,ff7e5e652c,media_vectorart,b6683a8792,257,450.308,2016-08-29T15:54:43+00:00
10395,29ac45a133,media_vectorart,6bb8660d72,241,302.669,2016-08-29T15:54:43+00:00
10396,f4b8e982cf,media_vectorart,be02db205f,170,288.584,2016-08-29T15:54:43+00:00
10397,153defb820,media_vectorart,6deefe7174,6,64.244,2016-08-29T15:54:43+00:00
10398,047453bc0a,media_vectorart,6429ecafe8,271,436.948,2016-08-29T15:54:43+00:00
10399,5eec1d2a95,media_vectorart,5d87022f3e,2,8.202,2016-08-29T15:54:43+00:00
10400,a0672f0670,media_vectorart,8bbaa43e86,228,194.725,2016-08-29T15:54:43+00:00
10401,5f3f78cb12,media_vectorart,78cfdafa0d,361,380.767,2016-08-29T15:54:49+00:00
10402,1eb53af399,media_vectorart,647106e6c1,13,45.709,2016-08-29T15:54:49+00:00
10403,3efdb6d1ab,media_vectorart,2ab6393189,105,155.089,2016-08-29T15:54:49+00:00
10404,f2981dc22f,media_vectorart,07f28e49e2,322,161.407,2016-08-29T15:54:49+00:00
10405,6b1362610b,media_vectorart,1e45813da3,182,720.926,2016-08-29T15:54:49+00:00
10406,c99a201d44,media_vectorart,62b564ed43,1,0.14,2016-08-29T15:54:49+00:00
10407,773f18f78b,media_vectorart,6bb8660d72,253,642.221,2016-08-29T15:54:49+00:00
10408,a4f4f9be50,media_vectorart,958979e39f,252,206.055,2016-08-29T15:54:49+00:00
10409,65b68eac05,media_vectorart,1e45813da3,167,543.917,2016-08-29T15:54:49+00:00
10410,4fbc2eb6e9,media_vectorart,05766fd7a0,187,560.825,2016-08-29T15:54:49+00:00
10411,ab8f1ec366,media_vectorart,05766fd7a0,203,773.257,2016-08-29T15:54:49+00:00
10412,b7a9dcd964,media_vectorart,e90d993be2,1,0.493,2016-08-29T15:54:49+00:00
10413,019fde99a8,media_vectorart,1e45813da3,132,238.233,2016-08-29T15:54:49+00:00
10414,496bdbe99b,media_vectorart,5804d2da04,246,359.952,2016-08-29T15:54:49+00:00
10415,cff649c0f1,media_vectorart,e90d993be2,276,884.287,2016-08-29T15:54:49+00:00
10416,af6039af72,media_vectorart,07f28e49e2,1,0.612,2016-08-29T15:54:49+00:00
10417,cfc1a54782,media_vectorart,3e46fdd45c,1,0.502,2016-08-29T15:54:49+00:00
10418,a7e1f8275e,media_vectorart,acbea179b2,1,0.074,2016-08-29T15:54:49+00:00
10419,3a33b297db,media_vectorart,b3418e4c1f,306,174.503,2016-08-29T15:54:49+00:00
10420,40ea5f4360,media_vectorart,f65cc31b46,213,177.78,2016-08-29T15:54:49+00:00
10421,1fb57eec37,media_vectorart,2c30689cca,375,372.523,2016-08-29T15:54:49+00:00
10422,4c2b0fc056,media_vectorart,f65cc31b46,165,250.661,2016-08-29T15:54:49+00:00
10423,bc6add78ff,media_vectorart,f65cc31b46,197,174.714,2016-08-29T15:54:49+00:00
10424,051cc5a6ff,media_vectorart,b3418e4c1f,245,141.233,2016-08-29T15:54:49+00:00
10425,8fa2d58dcd,media_vectorart,617ceec48f,12,138.965,2016-08-29T15:54:49+00:00
10426,75235c9888,media_vectorart,5804d2da04,220,381.692,2016-08-29T15:54:49+00:00
10427,3f7fb91e09,media_vectorart,62b564ed43,15,78.053,2016-08-29T15:54:49+00:00
10428,2a109a2750,media_vectorart,a1e51be9e0,1,0.193,2016-08-29T15:54:49+00:00
10429,51bb90d663,media_vectorart,ecb399e59a,235,427.529,2016-08-29T15:54:49+00:00
10430,47f28adfdd,media_vectorart,b26adb5908,12,45.812,2016-08-29T15:54:49+00:00
10431,69283401cc,media_vectorart,357580ec51,227,236.82,2016-08-29T15:54:49+00:00
10432,65b68eac05,media_vectorart,1e45813da3,1,0.254,2016-08-29T15:54:49+00:00
10433,fb3420527d,media_vectorart,070049c442,1,0.188,2016-08-29T15:54:49+00:00
10434,c54dffb57b,media_vectorart,2ab6393189,113,178.156,2016-08-29T15:54:49+00:00
10435,e501e834fb,media_vectorart,a1e51be9e0,211,504.447,2016-08-29T15:54:49+00:00
10436,49dcab297f,media_vectorart,acbea179b2,1,0.111,2016-08-29T15:54:49+00:00
10437,99aa2b2175,media_vectorart,9271c4c35b,279,412.27,2016-08-29T15:54:49+00:00
10438,dd7ddec9f9,media_vectorart,09d3001e40,366,384.199,2016-08-29T15:54:49+00:00
10439,8e3b329b70,media_vectorart,e90d993be2,185,319.576,2016-08-29T15:54:49+00:00
10440,20abebc9c0,media_vectorart,acbea179b2,1,0.08,2016-08-29T15:54:49+00:00
10441,cfe8c384cd,media_vectorart,aea2b93424,353,578.157,2016-08-29T15:54:50+00:00
10442,0081993e80,media_vectorart,acbea179b2,1,0.082,2016-08-29T15:54:50+00:00
10443,8c418d6a0c,media_vectorart,1b04bf1ddf,6,40.276,2016-08-29T15:54:50+00:00
10444,67e697826d,media_vectorart,05766fd7a0,175,717.723,2016-08-29T15:54:50+00:00
10445,289afbc773,media_vectorart,2de26605df,14,154.43,2016-08-29T15:54:50+00:00
10446,d41510c547,media_vectorart,07f28e49e2,1,0.17,2016-08-29T15:54:50+00:00
10447,ca8f96c959,media_vectorart,d74a12ff6b,169,590.647,2016-08-29T15:54:50+00:00
10448,eca257350f,media_vectorart,6207706600,165,213.439,2016-08-29T15:54:50+00:00
10449,cbb2fdf85f,media_vectorart,958979e39f,218,206.339,2016-08-29T15:54:50+00:00
10450,a709eeeb2e,media_vectorart,2ab6393189,97,146.519,2016-08-29T15:54:50+00:00
10451,eed241880a,media_vectorart,704297a38b,1,0.146,2016-08-29T15:54:50+00:00
10452,7cf4f9e547,media_vectorart,1e45813da3,181,206.399,2016-08-29T15:54:50+00:00
10453,b948c93899,media_vectorart,07f28e49e2,1,0.422,2016-08-29T15:54:50+00:00
10454,a12a784fb8,media_vectorart,07f28e49e2,1,0.212,2016-08-29T15:54:50+00:00
10455,456677ffa3,media_vectorart,0b5bff35c3,360,394.29,2016-08-29T15:54:50+00:00
10456,ac20c5ac46,media_vectorart,2ab6393189,165,262.148,2016-08-29T15:54:50+00:00
10457,480536088a,media_vectorart,180d8e6bff,277,420.195,2016-08-29T15:54:50+00:00
10458,92729fa7d7,media_vectorart,a4834025cc,6,89.418,2016-08-29T15:54:50+00:00
10459,3801783df5,media_vectorart,07f28e49e2,1,0.223,2016-08-29T15:54:50+00:00
10460,32ded686c6,media_vectorart,958979e39f,216,244.113,2016-08-29T15:54:50+00:00
10461,b17d5f8182,media_vectorart,180d8e6bff,281,385.371,2016-08-29T15:54:50+00:00
10462,e1e138eec5,media_vectorart,6207706600,335,259.732,2016-08-29T15:54:50+00:00
10463,69283401cc,media_vectorart,357580ec51,1,0.47100000000000003,2016-08-29T15:54:50+00:00
10464,413bbd8e7c,media_vectorart,958979e39f,289,237.764,2016-08-29T15:54:50+00:00
10465,eb72ea303e,media_vectorart,07f28e49e2,403,187.562,2016-08-29T15:54:50+00:00
10466,7aed8b357e,media_vectorart,9fb7aa5aa2,139,223.247,2016-08-29T15:54:50+00:00
10467,3268acd839,media_vectorart,958979e39f,245,198.982,2016-08-29T15:54:50+00:00
10468,af91f79dcd,media_vectorart,07f28e49e2,311,179.892,2016-08-29T15:54:50+00:00
10469,7df14bd162,media_vectorart,958979e39f,242,260.253,2016-08-29T15:54:50+00:00
10470,59f49e1fdc,media_vectorart,b3418e4c1f,471,200.465,2016-08-29T15:54:50+00:00
10471,fc450f929c,media_vectorart,5804d2da04,187,399.096,2016-08-29T15:54:50+00:00
10472,1d60987fe8,media_vectorart,c7bb3c7559,1,0.077,2016-08-29T15:54:50+00:00
10473,1d60987fe8,media_vectorart,c7bb3c7559,274,211.321,2016-08-29T15:54:50+00:00
10474,9f72e64121,media_vectorart,f65cc31b46,159,182.586,2016-08-29T15:54:50+00:00
10475,22c7418940,media_vectorart,350cd9f852,36,140.869,2016-08-29T15:54:50+00:00
10476,1e5b6fa958,media_vectorart,ace0476be9,95,285.689,2016-08-29T15:54:50+00:00
10477,54519e0309,media_vectorart,30dd60c382,229,382.847,2016-08-29T15:54:50+00:00
10478,f66c9ca657,media_vectorart,a084e6d81b,9,85.448,2016-08-29T15:54:50+00:00
10479,469730ed0c,media_vectorart,7692c8a313,40,142.245,2016-08-29T15:54:50+00:00
10480,111ab2ac04,media_vectorart,07f28e49e2,1,0.23600000000000002,2016-08-29T15:54:50+00:00
10481,99633b85d7,media_vectorart,acbea179b2,174,168.229,2016-08-29T15:54:50+00:00
10482,0ac42d6f68,media_vectorart,070049c442,295,232.381,2016-08-29T15:54:50+00:00
10483,af6039af72,media_vectorart,07f28e49e2,251,135.195,2016-08-29T15:54:50+00:00
10484,ab579d9da7,media_vectorart,3047d598d3,1,0.182,2016-08-29T15:54:50+00:00
10485,271187e6ed,media_vectorart,2ab6393189,186,187.292,2016-08-29T15:54:50+00:00
10486,9b2afea84e,media_vectorart,2ab6393189,125,156.392,2016-08-29T15:54:50+00:00
10487,8ef43ebd8e,media_vectorart,55b9313de9,349,245.938,2016-08-29T15:54:50+00:00
10488,a5f99d884b,media_vectorart,ecb399e59a,232,316.538,2016-08-29T15:54:50+00:00
10489,f8f406c386,media_vectorart,acbea179b2,1,0.083,2016-08-29T15:54:50+00:00
10490,0d72863d11,media_vectorart,c33b527588,14,410.593,2016-08-29T15:54:50+00:00
10491,360e7ca4b4,media_vectorart,b3418e4c1f,522,217.265,2016-08-29T15:54:50+00:00
10492,98b9700ad7,media_vectorart,819158785b,13,63.511,2016-08-29T15:54:50+00:00
10493,ca781c00da,media_vectorart,1e45813da3,173,411.808,2016-08-29T15:54:50+00:00
10494,3af84dee4d,media_vectorart,958979e39f,286,189.625,2016-08-29T15:54:50+00:00
10495,2bf69c50ae,media_vectorart,055b281906,202,354.268,2016-08-29T15:54:51+00:00
10496,7566e0f5ad,media_vectorart,07f28e49e2,210,144.327,2016-08-29T15:54:51+00:00
10497,e87965c26a,media_vectorart,357580ec51,170,270.788,2016-08-29T15:54:51+00:00
10498,b9b2959963,media_vectorart,4ae596d50a,239,220.11,2016-08-29T15:54:51+00:00
10499,db51f98334,media_vectorart,b3418e4c1f,355,181.675,2016-08-29T15:54:51+00:00
10500,a7e1f8275e,media_vectorart,acbea179b2,72,115.157,2016-08-29T15:54:51+00:00
10501,bb4604f5ae,media_vectorart,e07bb7eadc,201,402.94,2016-08-29T15:54:51+00:00
10502,cf6febdaca,media_vectorart,2ab6393189,102,151.77,2016-08-29T15:54:51+00:00
10503,e0656ef077,media_vectorart,5804d2da04,203,433.515,2016-08-29T15:54:51+00:00
10504,65b68eac05,media_vectorart,1e45813da3,1,0.263,2016-08-29T15:54:51+00:00
10505,bf2d401ca0,media_vectorart,ebea4fc74b,2,8.635,2016-08-29T15:54:51+00:00
10506,1ffb9ceae7,media_vectorart,d07f74ba83,238,557.466,2016-08-29T15:54:51+00:00
10507,17b9b2139e,media_vectorart,2ab6393189,105,132.032,2016-08-29T15:54:51+00:00
10508,fa763ee849,media_vectorart,958979e39f,185,251.899,2016-08-29T15:54:51+00:00
10509,49dcab297f,media_vectorart,acbea179b2,1,0.098,2016-08-29T15:54:51+00:00
10510,9d6b1744dc,media_vectorart,acbea179b2,1,0.082,2016-08-29T15:54:51+00:00
10511,f018b2ff0d,media_vectorart,22bb8d0e7d,188,335.785,2016-08-29T15:54:51+00:00
10512,65b68eac05,media_vectorart,1e45813da3,1,0.217,2016-08-29T15:54:51+00:00
10513,1aa1baa586,media_vectorart,f65cc31b46,194,231.915,2016-08-29T15:54:51+00:00
10514,ebbfded00a,media_vectorart,05766fd7a0,164,756.597,2016-08-29T15:54:51+00:00
10515,4ca293d9f1,media_vectorart,9271c4c35b,325,378.432,2016-08-29T15:54:51+00:00
10516,f2981dc22f,media_vectorart,07f28e49e2,1,0.161,2016-08-29T15:54:51+00:00
10517,b0d2780fe7,media_vectorart,2ab6393189,94,124.114,2016-08-29T15:54:51+00:00
10518,fca4a689e7,media_vectorart,2ab6393189,159,280.407,2016-08-29T15:54:51+00:00
10519,7384c8582e,media_vectorart,646752d596,408,384.327,2016-08-29T15:54:51+00:00
10520,45b805580f,media_vectorart,85280c44a7,12,57.458,2016-08-29T15:54:51+00:00
10521,664cd8405f,media_vectorart,2ab6393189,100,150.445,2016-08-29T15:54:51+00:00
10522,ed0a554e42,media_vectorart,6bb8660d72,218,280.326,2016-08-29T15:54:51+00:00
10523,16ebb7bbc9,media_vectorart,cdde167c54,211,530.072,2016-08-29T15:54:51+00:00
10524,8c4f927f8e,media_vectorart,199747f812,12,63.285,2016-08-29T15:54:51+00:00
10525,8cc2d0c75a,media_vectorart,958979e39f,168,204.322,2016-08-29T15:54:51+00:00
10526,880ad895de,media_vectorart,2ab6393189,105,134.175,2016-08-29T15:54:51+00:00
10527,eb72ea303e,media_vectorart,07f28e49e2,1,0.335,2016-08-29T15:54:51+00:00
10528,d41510c547,media_vectorart,07f28e49e2,223,155.858,2016-08-29T15:54:51+00:00
10529,9b4d697a9e,media_vectorart,180d8e6bff,176,329.839,2016-08-29T15:54:51+00:00
10530,f222ba7cd2,media_vectorart,acbea179b2,137,118.895,2016-08-29T15:54:51+00:00
10531,6b1362610b,media_vectorart,1e45813da3,1,0.269,2016-08-29T15:54:51+00:00
10532,111ab2ac04,media_vectorart,07f28e49e2,277,156.815,2016-08-29T15:54:51+00:00
10533,a5cdadb06d,media_vectorart,958979e39f,267,336.823,2016-08-29T15:54:51+00:00
10534,6d3d927936,media_vectorart,5532f6dca6,1,0.417,2016-08-29T15:54:51+00:00
10535,6b1362610b,media_vectorart,1e45813da3,1,0.26,2016-08-29T15:54:51+00:00
10536,6ff6c3d453,media_vectorart,07f28e49e2,262,166.295,2016-08-29T15:54:51+00:00
10537,605765353f,media_vectorart,b44315ed05,12,146.985,2016-08-29T15:54:51+00:00
10538,2c66894e81,media_vectorart,05766fd7a0,167,686.262,2016-08-29T15:54:51+00:00
10539,a46b3d44a6,media_vectorart,f314763180,94,519.136,2016-08-29T15:54:51+00:00
10540,305816ee3e,media_vectorart,5804d2da04,226,280.237,2016-08-29T15:54:51+00:00
10541,166ac59b1c,media_vectorart,e90d993be2,156,194.26,2016-08-29T15:54:51+00:00
10542,f1273e63db,media_vectorart,a8bbfc6b91,228,617.748,2016-08-29T15:54:51+00:00
10543,b9b2959963,media_vectorart,4ae596d50a,1,0.178,2016-08-29T15:54:51+00:00
10544,ec81f7aafe,media_vectorart,9fb7aa5aa2,1,0.23500000000000001,2016-08-29T15:54:51+00:00
10545,65b68eac05,media_vectorart,1e45813da3,1,0.165,2016-08-29T15:54:51+00:00
10546,10c4f34fde,media_vectorart,1e45813da3,153,433.134,2016-08-29T15:54:51+00:00
10547,3449f5b383,media_vectorart,77a0c99747,463,555.069,2016-08-29T15:54:51+00:00
10548,ed8ff08831,media_vectorart,958979e39f,233,239.908,2016-08-29T15:54:51+00:00
10549,b611f6783a,media_vectorart,05766fd7a0,168,599.148,2016-08-29T15:54:52+00:00
10550,39a0007a69,media_vectorart,e90d993be2,146,329.79,2016-08-29T15:54:52+00:00
10551,1eaa1916d3,media_vectorart,d1e987aa18,212,282.622,2016-08-29T15:54:52+00:00
10552,3801783df5,media_vectorart,07f28e49e2,298,159.755,2016-08-29T15:54:52+00:00
10553,469730ed0c,media_vectorart,8bbaa43e86,211,291.194,2016-08-29T15:54:52+00:00
10554,fd4adddb39,media_vectorart,8fdd0838cf,230,692.823,2016-08-29T15:54:52+00:00
10555,cbf4c08623,media_vectorart,2c30689cca,293,337.492,2016-08-29T15:54:52+00:00
10556,438de224e3,media_vectorart,f314763180,46,434.899,2016-08-29T15:54:52+00:00
10557,65b68eac05,media_vectorart,1e45813da3,1,0.218,2016-08-29T15:54:52+00:00
10558,a76a8ae855,media_vectorart,0bd3b12303,12,46.44,2016-08-29T15:54:52+00:00
10559,65b68eac05,media_vectorart,1e45813da3,1,0.242,2016-08-29T15:54:52+00:00
10560,22c7418940,media_vectorart,350cd9f852,1,0.306,2016-08-29T15:54:52+00:00
10561,92d73b6df5,media_vectorart,5804d2da04,264,210.319,2016-08-29T15:54:52+00:00
10562,187264d3b6,media_vectorart,ecb399e59a,225,356.531,2016-08-29T15:54:52+00:00
10563,e8e2294e3e,media_vectorart,6207706600,346,226.654,2016-08-29T15:54:52+00:00
10564,b3a17f84a9,media_vectorart,704297a38b,196,341.165,2016-08-29T15:54:52+00:00
10565,22c7a41403,media_vectorart,2ab6393189,163,152.823,2016-08-29T15:54:52+00:00
10566,ff9e867030,media_vectorart,1e45813da3,166,330.843,2016-08-29T15:54:52+00:00
10567,0b21158e3c,media_vectorart,f528f51223,216,520.487,2016-08-29T15:54:52+00:00
10568,1e8959d58c,media_vectorart,1e45813da3,1,0.341,2016-08-29T15:54:52+00:00
10569,1b853de8ee,media_vectorart,2ab6393189,89,176.68,2016-08-29T15:54:52+00:00
10570,9c5147d15a,media_vectorart,f65cc31b46,194,182.997,2016-08-29T15:54:52+00:00
10571,4986e593d9,media_vectorart,05766fd7a0,147,667.119,2016-08-29T15:54:52+00:00
10572,c5f6aa8cac,media_vectorart,77a0c99747,1,0.342,2016-08-29T15:54:52+00:00
10573,6ff6c3d453,media_vectorart,07f28e49e2,1,0.28700000000000003,2016-08-29T15:54:52+00:00
10574,7fefcb5c28,media_vectorart,958979e39f,288,264.183,2016-08-29T15:54:52+00:00
10575,d6accb98c6,media_vectorart,2ab6393189,112,153.991,2016-08-29T15:54:52+00:00
10576,fd9136aa3b,media_vectorart,9271c4c35b,311,475.741,2016-08-29T15:54:52+00:00
10577,4308b9d85c,media_vectorart,958979e39f,192,188.171,2016-08-29T15:54:52+00:00
10578,4fbc2eb6e9,media_vectorart,44a7336863,1,0.322,2016-08-29T15:54:52+00:00
10579,5778f0c221,media_vectorart,923baada96,573,531.592,2016-08-29T15:54:52+00:00
10580,bad85ed2a3,media_vectorart,5532f6dca6,292,352.574,2016-08-29T15:54:52+00:00
10581,ea6f443a2d,media_vectorart,5532f6dca6,165,195.481,2016-08-29T15:54:52+00:00
10582,2f15e277b2,media_vectorart,2ab6393189,111,135.783,2016-08-29T15:54:52+00:00
10583,a22de0ea40,media_vectorart,1e45813da3,1,0.25,2016-08-29T15:54:52+00:00
10584,5dbcc26f5d,media_vectorart,05766fd7a0,200,782.038,2016-08-29T15:54:52+00:00
10585,b7a9dcd964,media_vectorart,e90d993be2,170,160.805,2016-08-29T15:54:52+00:00
10586,551e703847,media_vectorart,b5818aa157,228,198.611,2016-08-29T15:54:52+00:00
10587,09ea687f13,media_vectorart,2ab6393189,139,152.222,2016-08-29T15:54:52+00:00
10588,d4b769cbb8,media_vectorart,704297a38b,281,387.933,2016-08-29T15:54:52+00:00
10589,1e8959d58c,media_vectorart,1e45813da3,166,580.269,2016-08-29T15:54:52+00:00
10590,5465f0b2ea,media_vectorart,e8e7e304fc,227,352.904,2016-08-29T15:54:52+00:00
10591,21372c4e7b,media_vectorart,e90d993be2,162,273.255,2016-08-29T15:54:52+00:00
10592,cfc1a54782,media_vectorart,3e46fdd45c,193,208.74,2016-08-29T15:54:52+00:00
10593,0e56220601,media_vectorart,351aaaabe5,305,279.996,2016-08-29T15:54:52+00:00
10594,20abebc9c0,media_vectorart,acbea179b2,152,136.254,2016-08-29T15:54:52+00:00
10595,6b1362610b,media_vectorart,1e45813da3,1,0.78,2016-08-29T15:54:52+00:00
10596,77cc24220a,media_vectorart,958979e39f,300,429.021,2016-08-29T15:54:52+00:00
10597,6f814df74a,media_vectorart,2ab6393189,133,176.933,2016-08-29T15:54:52+00:00
10598,3d5b2d8921,media_vectorart,07f28e49e2,248,156.476,2016-08-29T15:54:52+00:00
10599,d14b5517ec,media_vectorart,07f28e49e2,1,0.101,2016-08-29T15:54:52+00:00
10600,1e8959d58c,media_vectorart,1e45813da3,1,0.168,2016-08-29T15:54:52+00:00
10601,6d7b328902,media_vectorart,3047d598d3,160,193.166,2016-08-29T15:54:52+00:00
10602,d14b5517ec,media_vectorart,07f28e49e2,290,178.601,2016-08-29T15:54:52+00:00
10603,7aed8b357e,media_vectorart,9fb7aa5aa2,1,0.17300000000000001,2016-08-29T15:54:52+00:00
10604,d9d6738a4a,media_vectorart,dd8211d11c,13,60.024,2016-08-29T15:54:52+00:00
10605,c5f6aa8cac,media_vectorart,77a0c99747,326,389.358,2016-08-29T15:54:52+00:00
10606,8bc90ef8fb,media_vectorart,958979e39f,279,295.596,2016-08-29T15:54:52+00:00
10607,fe0d07c6eb,media_vectorart,5804d2da04,216,525.734,2016-08-29T15:54:52+00:00
10608,2339c278b6,media_vectorart,6207706600,262,254.27,2016-08-29T15:54:52+00:00
10609,7d7317499e,media_vectorart,f528f51223,299,625.733,2016-08-29T15:54:52+00:00
10610,753efc0151,media_vectorart,f65cc31b46,194,191.959,2016-08-29T15:54:52+00:00
10611,5e4d1456b9,media_vectorart,2c30689cca,371,582.415,2016-08-29T15:54:52+00:00
10612,79438f633c,media_vectorart,2ab6393189,112,192.171,2016-08-29T15:54:53+00:00
10613,d14b5517ec,media_vectorart,07f28e49e2,1,0.158,2016-08-29T15:54:53+00:00
10614,aca477745a,media_vectorart,d1e987aa18,168,280.699,2016-08-29T15:54:53+00:00
10615,16a8ad41b4,media_vectorart,acbea179b2,183,195.552,2016-08-29T15:54:53+00:00
10616,305816ee3e,media_vectorart,5804d2da04,1,0.128,2016-08-29T15:54:53+00:00
10617,19b849b793,media_vectorart,f65cc31b46,153,149.164,2016-08-29T15:54:53+00:00
10618,9da94e7b71,media_vectorart,1e45813da3,178,289.417,2016-08-29T15:54:53+00:00
10619,9137ab6d6f,media_vectorart,f65cc31b46,199,258.244,2016-08-29T15:54:53+00:00
10620,4b1a5299ad,media_vectorart,6bb8660d72,245,495.123,2016-08-29T15:54:53+00:00
10621,aed78bc574,media_vectorart,923baada96,590,517.881,2016-08-29T15:54:53+00:00
10622,b948c93899,media_vectorart,07f28e49e2,308,197.274,2016-08-29T15:54:53+00:00
10623,eed241880a,media_vectorart,704297a38b,1,0.145,2016-08-29T15:54:53+00:00
10624,5a976ca249,media_vectorart,353028c47a,404,480.139,2016-08-29T15:54:53+00:00
10625,a22de0ea40,media_vectorart,1e45813da3,169,251.495,2016-08-29T15:54:53+00:00
10626,a12a784fb8,media_vectorart,07f28e49e2,268,194.635,2016-08-29T15:54:53+00:00
10627,56184fb5cf,media_vectorart,2ab6393189,108,158.09,2016-08-29T15:54:53+00:00
10628,3c8b86d0da,media_vectorart,f65cc31b46,177,180.449,2016-08-29T15:54:53+00:00
10629,2e8ca9939a,media_vectorart,f65cc31b46,190,178.938,2016-08-29T15:54:53+00:00
10630,a22de0ea40,media_vectorart,1e45813da3,1,0.224,2016-08-29T15:54:53+00:00
10631,7990e14495,media_vectorart,2ab6393189,118,141.058,2016-08-29T15:54:53+00:00
10632,0d72863d11,media_vectorart,c33b527588,1,1.4,2016-08-29T15:54:53+00:00
10633,a7e1f8275e,media_vectorart,acbea179b2,1,0.076,2016-08-29T15:54:53+00:00
10634,cf1df24e12,media_vectorart,180d8e6bff,235,324.628,2016-08-29T15:54:53+00:00
10635,db0a825e39,media_vectorart,cdde167c54,223,262.263,2016-08-29T15:54:53+00:00
10636,6fafc1251a,media_vectorart,05766fd7a0,198,539.567,2016-08-29T15:54:53+00:00
10637,2bbbfbd578,emotion_scary,41e7b86d51,207,103.633,2016-10-07T14:57:00+00:00
10638,47ec2781a4,emotion_scary,41e7b86d51,181,128.742,2016-10-07T14:46:03+00:00
10639,346c3147a8,emotion_scary,bedc2c3691,1,4.823,2016-10-07T14:32:59+00:00
10640,8aa6b54ba2,emotion_scary,7b66695e6f,232,130.465,2016-10-07T14:58:58+00:00
10641,a6dfa1faa7,emotion_scary,4bb66df86d,263,167.277,2016-10-07T14:51:05+00:00
10642,641cd16cba,emotion_scary,b22f22c82f,209,334.53,2016-10-07T15:06:50+00:00
10643,8f163a2ef1,emotion_scary,e916212869,189,152.973,2016-10-07T14:44:02+00:00
10644,48e2b5b4dc,emotion_scary,65543abbc5,1,0.16,2016-10-07T14:59:47+00:00
10645,b8d4ad3180,emotion_scary,41e7b86d51,215,118.209,2016-10-07T15:00:51+00:00
10646,d615d6185a,emotion_scary,7b66695e6f,197,123.126,2016-10-07T15:07:56+00:00
10647,64c59b0084,emotion_scary,41e7b86d51,165,116.284,2016-10-07T14:43:45+00:00
10648,3bd03d01fb,emotion_scary,e916212869,210,173.829,2016-10-07T14:50:31+00:00
10649,efc7445779,emotion_scary,65543abbc5,1,0.137,2016-10-07T15:02:28+00:00
10650,8be09775d1,emotion_scary,7b66695e6f,157,130.572,2016-10-07T15:05:37+00:00
10651,c03a4b0cd5,emotion_scary,41e7b86d51,158,193.091,2016-10-07T15:09:51+00:00
10652,725209d660,emotion_scary,d7cd9c9d04,209,173.868,2016-10-07T14:46:55+00:00
10653,95117cbb79,emotion_scary,41e7b86d51,159,123.87,2016-10-07T14:41:40+00:00
10654,6ebea9b6a2,emotion_scary,04a230f29d,158,327.286,2016-10-07T15:10:40+00:00
10655,cb65d0bfba,emotion_scary,69bc8296ba,311,375.713,2016-10-07T14:39:48+00:00
10656,583d6cb574,emotion_scary,5bd6025ad4,141,265.305,2016-10-07T14:42:15+00:00
10657,5165e5cb8e,emotion_scary,38bb19fc8a,1,0.186,2016-10-07T14:55:58+00:00
10658,53c33e94ce,emotion_scary,4bb66df86d,1,0.39,2016-10-07T14:44:33+00:00
10659,0630617033,emotion_scary,38bb19fc8a,1,0.216,2016-10-07T14:44:37+00:00
10660,f03a3795bd,emotion_scary,c3bd363275,2,21.61,2016-10-07T14:35:52+00:00
10661,751c5e8e47,emotion_scary,da674b54eb,13,173.007,2016-10-07T14:36:08+00:00
10662,34f26dc2fd,emotion_scary,9f399c8fd1,1,0.182,2016-10-07T14:43:22+00:00
10663,4122eae539,emotion_scary,65543abbc5,169,136.863,2016-10-07T15:05:08+00:00
10664,08c1eb9cd8,emotion_scary,b22f22c82f,293,467.179,2016-10-07T15:01:09+00:00
10665,8ba2b0e3d2,emotion_scary,38bb19fc8a,1,0.162,2016-10-07T14:55:56+00:00
10666,22427d0f3c,emotion_scary,e916212869,193,169.832,2016-10-07T14:47:21+00:00
10667,7e20245f86,emotion_scary,14b8271dd4,73,70.139,2016-10-07T14:48:43+00:00
10668,9842c9859d,emotion_scary,e1e28dd892,428,443.692,2016-10-07T14:44:07+00:00
10669,6c175a9087,emotion_scary,4bb66df86d,164,111.595,2016-10-07T15:05:08+00:00
10670,9656f28478,emotion_scary,65543abbc5,1,0.353,2016-10-07T14:37:53+00:00
10671,b7790a4167,emotion_scary,2edcf03af5,1,0.375,2016-10-07T14:33:04+00:00
